characterName,actorName,episode,season,characterType,firstName
Martin Crane,John Mahoney,12,5,main,Martin
Mr. Twembly,Palmer Scott,12,5,other,Mr.
Roz Doyle,Peri Gilpin,12,5,main,Roz
Toffee McIntosh,Heather Lee,12,5,other,Toffee
Waitress,Amy Landers,12,5,recurring,Waitress
Bill,Rob Reiner,13,5,other,Bill
Daphne Moon,Jane Leeves,13,5,main,Daphne
Frasier Crane,Kelsey Grammer,13,5,main,Frasier
Niles Crane,David Hyde Pierce,13,5,main,Niles
Schenkman,Bob Dishy,13,5,other,Schenkman
Janice,Amy Van Nostrand,13,5,other,Janice
Martin Crane,John Mahoney,13,5,main,Martin
Mary,Bess Myerson,13,5,other,Mary
Roger,John Waters,13,5,other,Roger
Roz Doyle,Peri Gilpin,13,5,main,Roz
Annie,Cynthia LaMontagne,14,5,other,Annie
Connie,Lisa Robinson,14,5,other,Connie
Daphne Moon,Jane Leeves,14,5,main,Daphne
Frasier Crane,Kelsey Grammer,14,5,main,Frasier
Niles Crane,David Hyde Pierce,14,5,main,Niles
Guy,James Patrick Stuart,14,5,other,Guy
Martin Crane,John Mahoney,14,5,main,Martin
Roz Doyle,Peri Gilpin,14,5,main,Roz
Betsy,Halle Berry,15,5,other,Betsy
Daphne Moon,Jane Leeves,15,5,main,Daphne
Frasier Crane,Kelsey Grammer,15,5,main,Frasier
Lilith Sternin,Bebe Neuwirth,15,5,recurring,Lilith
Niles Crane,David Hyde Pierce,15,5,main,Niles
Martin Crane,John Mahoney,15,5,main,Martin
Roz Doyle,Peri Gilpin,15,5,main,Roz
Waiter,John Ducey,15,5,recurring,Waiter
Aunt Zora Crane,Patti LuPone,16,5,other,Aunt
Cousin Yvonne,Lori Harmon,16,5,other,Cousin
Crystal the Juggler,Heide Karp,16,5,other,Crystal
Daphne Moon,Jane Leeves,16,5,main,Daphne
Frasier Crane,Kelsey Grammer,16,5,main,Frasier
Niles Crane,David Hyde Pierce,16,5,main,Niles
Ed,James Gleason,16,5,other,Ed
Martin Crane,John Mahoney,16,5,main,Martin
Mary Ann,Valerie Dillman,16,5,other,Mary
Nikos Crane,Joseph Will,16,5,other,Nikos
Roz Doyle,Peri Gilpin,16,5,main,Roz
Uncle Walt Crane,John Mahon,16,5,other,Uncle
Bulldog Briscoe,Dan Butler,17,5,recurring,Bulldog
Clerk,Doug Budin,17,5,other,Clerk
Daphne Moon,Jane Leeves,17,5,main,Daphne
Clint Webber,Billy Campbell,17,5,other,Clint
Frasier Crane,Kelsey Grammer,17,5,main,Frasier
Niles Crane,David Hyde Pierce,17,5,main,Niles
Gil Chesterton,Edward Hibbert,17,5,recurring,Gil
Marie,Jill Clayburgh,17,5,other,Marie
Martin Crane,John Mahoney,17,5,main,Martin
Robert,François Giroday,17,5,other,Robert
Roz Doyle,Peri Gilpin,17,5,main,Roz
Sharon,Lindsay Price,17,5,other,Sharon
Bernice Brisco,Peggy Miley,18,5,other,Bernice
Bulldog Briscoe,Dan Butler,18,5,recurring,Bulldog
Bulldog's Date,Michelle Crispin,18,5,other,Bulldog's
Bulldog's Engineer,Christopher M. Brown,18,5,other,Bulldog's
Coach Nugent,Robert Ruth,18,5,other,Coach
Customer,Jill Matson-Sachoff,18,5,other,Customer
Daphne Moon,Jane Leeves,18,5,main,Daphne
Frasier Crane,Kelsey Grammer,18,5,main,Frasier
Niles Crane,David Hyde Pierce,18,5,main,Niles
Father O'Rourke,Thomas J. Reilly,18,5,other,Father
Joanna,Ashley West Leonard,18,5,other,Joanna
Martin Crane,John Mahoney,18,5,main,Martin
Mrs. McCloud,Peg Stewart,18,5,other,Mrs.
Roz Doyle,Peri Gilpin,18,5,main,Roz
Waitress,Robin Mary Florence,18,5,recurring,Waitress
Caitlin,Lisa Edelstein,19,5,other,Caitlin
Daphne Moon,Jane Leeves,19,5,main,Daphne
Frasier Crane,Kelsey Grammer,19,5,main,Frasier
Niles Crane,David Hyde Pierce,19,5,main,Niles
Martin Crane,John Mahoney,19,5,main,Martin
Roz Doyle,Peri Gilpin,19,5,main,Roz
Waiter,Paul Cosimano,19,5,recurring,Waiter
Daphne Moon,Jane Leeves,20,5,main,Daphne
Frasier Crane,Kelsey Grammer,20,5,main,Frasier
Niles Crane,David Hyde Pierce,20,5,main,Niles
Elizabeth,Bette Rae,20,5,recurring,Elizabeth
Martin Crane,John Mahoney,20,5,main,Martin
Phyllis Conrad,Caroline Aaron,20,5,other,Phyllis
Roz Doyle,Peri Gilpin,20,5,main,Roz
Daphne Moon,Jane Leeves,21,5,main,Daphne
Frasier Crane,Kelsey Grammer,21,5,main,Frasier
Niles Crane,David Hyde Pierce,21,5,main,Niles
Martin Crane,John Mahoney,21,5,main,Martin
Paula Garrett,Jordan Baker,21,5,other,Paula
Roz Doyle,Peri Gilpin,21,5,main,Roz
Steve Garrett,Kevin Kilner,21,5,other,Steve
Waitress,Amy Landers,21,5,recurring,Waitress
Daphne Moon,Jane Leeves,22,5,main,Daphne
Frasier Crane,Kelsey Grammer,22,5,main,Frasier
Niles Crane,David Hyde Pierce,22,5,main,Niles
Kathy,Lynnda Ferguson,22,5,other,Kathy
Martin Crane,John Mahoney,22,5,main,Martin
Nurse,Susan Wood,22,5,recurring,Nurse
Roz Doyle,Peri Gilpin,22,5,main,Roz
Short Man,Nick De Gruccio,22,5,other,Short
Tina,Leslie S. Sachs,22,5,other,Tina
Vicky,Claire Yarlett,22,5,other,Vicky
Waiter,Adamo Palladino,22,5,recurring,Waiter
Allison,Marcia Mitzman Gaven,23,5,other,Allison
Bulldog Briscoe,Dan Butler,23,5,recurring,Bulldog
Daphne Moon,Jane Leeves,23,5,main,Daphne
Frasier Crane,Kelsey Grammer,23,5,main,Frasier
Niles Crane,David Hyde Pierce,23,5,main,Niles
Karl,James Harper,23,5,other,Karl
Karl,Brian Smiar,23,5,other,Karl
Martin Crane,John Mahoney,23,5,main,Martin
Nigel,John-David Keller,23,5,other,Nigel
Noel Shempsky,Patrick Kerr,23,5,recurring,Noel
Roz Doyle,Peri Gilpin,23,5,main,Roz
Tricia,Lisa Waltz,23,5,other,Tricia
Bulldog Briscoe,Dan Butler,24,5,recurring,Bulldog
Daphne Moon,Jane Leeves,24,5,main,Daphne
Frasier Crane,Kelsey Grammer,24,5,main,Frasier
Niles Crane,David Hyde Pierce,24,5,main,Niles
Gil Chesterton,Edward Hibbert,24,5,recurring,Gil
Kenny Daly,Tom McGowan,24,5,recurring,Kenny
Martin Crane,John Mahoney,24,5,main,Martin
Mr. Martin,Miguel Sandoval,24,5,other,Mr.
Patrick,John McEnroe,24,5,other,Patrick
Policeman,Bill Ferrell,24,5,other,Policeman
Protester,Matt McGrath,24,5,other,Protester
Roz Doyle,Peri Gilpin,24,5,main,Roz
Tooty,Marsha Kramer,24,5,other,Tooty
Aaron,Fran Kranz,1,6,other,Aaron
Bulldog Briscoe,Dan Butler,1,6,recurring,Bulldog
Caterer,Craig Green,1,6,other,Caterer
Daphne Moon,Jane Leeves,1,6,main,Daphne
Director,Timothy Omundson,1,6,other,Director
Doris,Kandis Chappell,1,6,other,Doris
Frasier Crane,Kelsey Grammer,1,6,main,Frasier
Niles Crane,David Hyde Pierce,1,6,main,Niles
George,Robert Arce,1,6,other,George
Gil Chesterton,Edward Hibbert,1,6,recurring,Gil
Kenny Daly,Tom McGowan,1,6,recurring,Kenny
Martin Crane,John Mahoney,1,6,main,Martin
Roz Doyle,Peri Gilpin,1,6,main,Roz
Tooty,Marsha Kramer,1,6,other,Tooty
Waitress,Dawn McMillan,1,6,recurring,Waitress
Amanda,Doreen Calderon,2,6,recurring,Amanda
Daphne Moon,Jane Leeves,2,6,main,Daphne
Frasier Crane,Kelsey Grammer,2,6,main,Frasier
Niles Crane,David Hyde Pierce,2,6,main,Niles
Man on Street,Ken Daly,2,6,other,Man
Martin Crane,John Mahoney,2,6,main,Martin
Mr. Rugley,Scott Michael Campbell,2,6,other,Mr.
Percy Williams,Tim Monsion,2,6,other,Percy
Roz Doyle,Peri Gilpin,2,6,main,Roz
Teenager,Erika Christensen,2,6,other,Teenager
Daphne Moon,Jane Leeves,3,6,main,Daphne
Frasier Crane,Kelsey Grammer,3,6,main,Frasier
Niles Crane,David Hyde Pierce,3,6,main,Niles
Martin Crane,John Mahoney,3,6,main,Martin
Rebecca Wendell,Laura Harring,3,6,other,Rebecca
Roz Doyle,Peri Gilpin,3,6,main,Roz
Bartender,Simon Brooke,4,6,recurring,Bartender
Daphne Moon,Jane Leeves,4,6,main,Daphne
Frasier Crane,Kelsey Grammer,4,6,main,Frasier
Niles Crane,David Hyde Pierce,4,6,main,Niles
Rob Mandel,James Cunningham,4,6,other,Rob
Martin Crane,John Mahoney,4,6,main,Martin
Roz Doyle,Peri Gilpin,4,6,main,Roz
Sir Trevor Ainsley,Fritz Weaver,4,6,other,Sir
Steve Kendall,Francis X. McCarthy,4,6,other,Steve
Susan Kendall,Natalija Nogulich,4,6,other,Susan
Ticket Seller,Joe Howard,4,6,other,Ticket
Usher,Sally Champlin,4,6,other,Usher
Waitress,Lynn Tufeld,4,6,recurring,Waitress
Customer,Randy Pelish,5,6,recurring,Customer
Daphne Moon,Jane Leeves,5,6,main,Daphne
Frasier Crane,Kelsey Grammer,5,6,main,Frasier
Niles Crane,David Hyde Pierce,5,6,main,Niles
Marie,Teri Hatcher,5,6,other,Marie
Martin Crane,John Mahoney,5,6,main,Martin
Roz Doyle,Peri Gilpin,5,6,main,Roz
Daphne Moon,Jane Leeves,6,6,main,Daphne
Frasier Crane,Kelsey Grammer,6,6,main,Frasier
Niles Crane,David Hyde Pierce,6,6,main,Niles
Madeline,Cindy Ambuehl,6,6,other,Madeline
Martin Crane,John Mahoney,6,6,main,Martin
Nancy,Grace Phillips,6,6,other,Nancy
Roz Doyle,Peri Gilpin,6,6,main,Roz
Waitress,Rosa Blasi,6,6,recurring,Waitress
Daphne Moon,Jane Leeves,7,6,main,Daphne
Frasier Crane,Kelsey Grammer,7,6,main,Frasier
Niles Crane,David Hyde Pierce,7,6,main,Niles
Frank,Michael McShane,7,6,recurring,Frank
Martin Crane,John Mahoney,7,6,main,Martin
Mr. per,William Dennis Hunt,7,6,other,Mr.
Roz Doyle,Peri Gilpin,7,6,main,Roz
Chef Marcel,Arnie Burton,8,6,other,Chef
Claudia Kynock,Catherine Dent,8,6,other,Claudia
Daphne Moon,Jane Leeves,8,6,main,Daphne
Frasier Crane,Kelsey Grammer,8,6,main,Frasier
Niles Crane,David Hyde Pierce,8,6,main,Niles
Gretchen Koontz,Marilyn Child,8,6,other,Gretchen
Martin Crane,John Mahoney,8,6,main,Martin
Officer Athanis,Eugene Lee,8,6,other,Officer
Officer McLean,Raymond Hanis,8,6,other,Officer
Pam,Susie Park,8,6,other,Pam
Party Guest,Susanne Blakeslee,8,6,recurring,Party
Roz Doyle,Peri Gilpin,8,6,main,Roz
Sebastian Melmoth,Christopher Durang,8,6,other,Sebastian
Bulldog Briscoe,Dan Butler,9,6,recurring,Bulldog
Colette,Tricia O'Kelley,9,6,other,Colette
Daphne Moon,Jane Leeves,9,6,main,Daphne
Frasier Crane,Kelsey Grammer,9,6,main,Frasier
Niles Crane,David Hyde Pierce,9,6,main,Niles
Jorge,Marcelo Tubert,9,6,other,Jorge
Martin Crane,John Mahoney,9,6,main,Martin
Noel Shempsky,Patrick Kerr,9,6,recurring,Noel
Roz Doyle,Peri Gilpin,9,6,main,Roz
Daphne Moon,Jane Leeves,10,6,main,Daphne
Delivery Man,Lombardo Boyar,10,6,other,Delivery
Frasier Crane,Kelsey Grammer,10,6,main,Frasier
Niles Crane,David Hyde Pierce,10,6,main,Niles
Faye Moskowitz,Amy Brenneman,10,6,recurring,Faye
Helen Moskowitz,Carole Shelley,10,6,other,Helen
Martin Crane,John Mahoney,10,6,main,Martin
Roz Doyle,Peri Gilpin,10,6,main,Roz
Sales Clerk,Jay Harik,10,6,other,Sales
Bulldog Briscoe,Dan Butler,11,6,recurring,Bulldog
Bulldog's Date,Andrea Andes,11,6,other,Bulldog's
Cop,Eric Ware,11,6,other,Cop
Crystal,David H. Ferguson,11,6,other,Crystal
Daphne Moon,Jane Leeves,11,6,main,Daphne
Frasier Crane,Kelsey Grammer,11,6,main,Frasier
Niles Crane,David Hyde Pierce,11,6,main,Niles
Fred,Wendell Wright,11,6,other,Fred
Frederick Crane,Trevor Einhorn,11,6,recurring,Frederick
Laura Hilton,Betsy Gardner,11,6,other,Laura
Martin Crane,John Mahoney,11,6,main,Martin
Patrolman,Mike Marino,11,6,other,Patrolman
Roz Doyle,Peri Gilpin,11,6,main,Roz
Stephen,Ron Howard,11,6,other,Stephen
Wallet Guy,Ross Gottstein,11,6,other,Wallet
Bonnie,Alice Playten,12,6,other,Bonnie
Daphne Moon,Jane Leeves,12,6,main,Daphne
Frasier Crane,Kelsey Grammer,12,6,main,Frasier
Niles Crane,David Hyde Pierce,12,6,main,Niles
Joanna Doyle,Eva Marie Saint,12,6,other,Joanna
Larry,Phil Donahue,12,6,other,Larry
Martin Crane,John Mahoney,12,6,main,Martin
Roz Doyle,Peri Gilpin,12,6,main,Roz
Shangri-lino,Rocky McMurray,12,6,other,Shangri-lino
Sophie,Marlo Thomas,12,6,other,Sophie
Audrey,Beverly D'Angelo,13,6,other,Audrey
Daphne Moon,Jane Leeves,13,6,main,Daphne
Frasier Crane,Kelsey Grammer,13,6,main,Frasier
Niles Crane,David Hyde Pierce,13,6,main,Niles
Gil Chesterton,Edward Hibbert,13,6,recurring,Gil
Martin Crane,John Mahoney,13,6,main,Martin
Noel Shempsky,Patrick Kerr,13,6,recurring,Noel
Roz Doyle,Peri Gilpin,13,6,main,Roz
Waiter,Roger Fan,13,6,recurring,Waiter
Woody Boyd,Woody Harrelson,13,6,other,Woody
Cassandra Stone,Virginia Madsen,14,6,other,Cassandra
Daphne Moon,Jane Leeves,14,6,main,Daphne
Frasier Crane,Kelsey Grammer,14,6,main,Frasier
Niles Crane,David Hyde Pierce,14,6,main,Niles
Maitre d',Dan Kern,14,6,other,Maitre
Mario,Armando Molina,14,6,other,Mario
Martin Crane,John Mahoney,14,6,main,Martin
Roz Doyle,Peri Gilpin,14,6,main,Roz
Violinist,Peter Waldman,14,6,other,Violinist
Waiter,Lawrence Lowe,14,6,recurring,Waiter
Daphne Moon,Jane Leeves,15,6,main,Daphne
Donny Douglas,Saul Rubinek,15,6,recurring,Donny
Frasier Crane,Kelsey Grammer,15,6,main,Frasier
Niles Crane,David Hyde Pierce,15,6,main,Niles
Maria,Aloma Wright,15,6,other,Maria
Martin Crane,John Mahoney,15,6,main,Martin
Roz Doyle,Peri Gilpin,15,6,main,Roz
Waiter,Paul Cosimano,15,6,recurring,Waiter
Daphne Moon,Jane Leeves,16,6,main,Daphne
Donny Douglas,Saul Rubinek,16,6,recurring,Donny
Frasier Crane,Kelsey Grammer,16,6,main,Frasier
Niles Crane,David Hyde Pierce,16,6,main,Niles
Martin Crane,John Mahoney,16,6,main,Martin
Roz Doyle,Peri Gilpin,16,6,main,Roz
Daphne Moon,Jane Leeves,17,6,main,Daphne
Frasier Crane,Kelsey Grammer,17,6,main,Frasier
