characterName,actorName,season,episode,characterType,firstName
Gil Chesterton,Edward Hibbert,9,3,recurring,Gil
Jack,Tegan West,9,3,other,Jack
Waitress,Luck Hari,9,3,recurring,Waitress
Marge,Becky Ann Baker,9,3,other,Marge
Ned,Klee Bragger,9,3,other,Ned
Bob,Ray Liotta,9,3,other,Bob
Episode complete credited cast:,Episode complete credited cast:,9,4,NA,Episode
Frasier Crane,Kelsey Grammer,9,4,main,Frasier
Daphne Moon,Jane Leeves,9,4,main,Daphne
Niles Crane,David Hyde Pierce,9,4,main,Niles
Roz Doyle,Peri Gilpin,9,4,main,Roz
Martin Crane,John Mahoney,9,4,main,Martin
Sherry Dempsey,Marsha Mason,9,4,recurring,Sherry
Maureen Cutler,Jane Kaczmarek,9,4,other,Maureen
Episode complete credited cast:,Episode complete credited cast:,9,5,NA,Episode
Frasier Crane,Kelsey Grammer,9,5,main,Frasier
Daphne Moon,Jane Leeves,9,5,main,Daphne
Niles Crane,David Hyde Pierce,9,5,main,Niles
Roz Doyle,Peri Gilpin,9,5,main,Roz
Martin Crane,John Mahoney,9,5,main,Martin
Masseur,Albert Macklin,9,5,other,Masseur
Albert,Conrad Janis,9,5,recurring,Albert
Mother in Elevator,Brooks Almy,9,5,other,Mother
Albert's Wife,Marilyn O'Connor,9,5,other,Albert's
Woman in Hall,Jennifer Williams,9,5,other,Woman
Man in Hall,Mark Capri,9,5,other,Man
Sally,Jamie Alexis,9,5,other,Sally
Billy,J.B. Gaynor,9,5,other,Billy
Big Kid,Zachary McLemore,9,5,other,Big
Episode complete credited cast:,Episode complete credited cast:,9,6,NA,Episode
Frasier Crane,Kelsey Grammer,9,6,main,Frasier
Daphne Moon,Jane Leeves,9,6,main,Daphne
Niles Crane,David Hyde Pierce,9,6,main,Niles
Roz Doyle,Peri Gilpin,9,6,main,Roz
Bulldog Briscoe,Dan Butler,9,6,recurring,Bulldog
Martin Crane,John Mahoney,9,6,main,Martin
Colette,Tricia O'Kelley,9,6,other,Colette
Noel Shempsky,Patrick Kerr,9,6,recurring,Noel
Jorge,Marcelo Tubert,9,6,other,Jorge
Episode complete credited cast:,Episode complete credited cast:,9,7,NA,Episode
Frasier Crane,Kelsey Grammer,9,7,main,Frasier
Daphne Moon,Jane Leeves,9,7,main,Daphne
Niles Crane,David Hyde Pierce,9,7,main,Niles
Roz Doyle,Peri Gilpin,9,7,main,Roz
Martin Crane,John Mahoney,9,7,main,Martin
Lilith Sternin,Bebe Neuwirth,9,7,recurring,Lilith
Frederick Crane,Trevor Einhorn,9,7,recurring,Frederick
Episode complete credited cast:,Episode complete credited cast:,9,8,NA,Episode
Frasier Crane,Kelsey Grammer,9,8,main,Frasier
Daphne Moon,Jane Leeves,9,8,main,Daphne
Niles Crane,David Hyde Pierce,9,8,main,Niles
Roz Doyle,Peri Gilpin,9,8,main,Roz
Martin Crane,John Mahoney,9,8,main,Martin
Professor William Tewksbury,Rene Auberjonois,9,8,other,Professor
Kenny Daly,Tom McGowan,9,8,recurring,Kenny
Sheldon Hastings,Randall Rapstine,9,8,other,Sheldon
Merrill George,Michael Shepperd,9,8,other,Merrill
Emcee,Devika Parikh,9,8,other,Emcee
Waiter,Owen Duffy,9,8,recurring,Waiter
Andy,Neil Simon,9,8,other,Andy
Gil Chesterton,Edward Hibbert,9,8,recurring,Gil
Episode complete credited cast:,Episode complete credited cast:,9,9,NA,Episode
Frasier Crane,Kelsey Grammer,9,9,main,Frasier
Daphne Moon,Jane Leeves,9,9,main,Daphne
Niles Crane,David Hyde Pierce,9,9,main,Niles
Roz Doyle,Peri Gilpin,9,9,main,Roz
Martin Crane,John Mahoney,9,9,main,Martin
Kirby,Brian Klugman,9,9,recurring,Kirby
Lucius,Devon Michaels,9,9,other,Lucius
Kenny Daly,Tom McGowan,9,9,recurring,Kenny
Episode complete credited cast:,Episode complete credited cast:,9,10,NA,Episode
Frasier Crane,Kelsey Grammer,9,10,main,Frasier
Daphne Moon,Jane Leeves,9,10,main,Daphne
Niles Crane,David Hyde Pierce,9,10,main,Niles
Roz Doyle,Peri Gilpin,9,10,main,Roz
Martin Crane,John Mahoney,9,10,main,Martin
Gertrude Moon,Millicent Martin,9,10,recurring,Gertrude
Grant,John Turturro,9,10,other,Grant
Episode cast overview:,Episode cast overview:,9,11,NA,Episode
Frasier Crane,Kelsey Grammer,9,11,main,Frasier
Daphne Moon,Jane Leeves,9,11,main,Daphne
Niles Crane,David Hyde Pierce,9,11,main,Niles
Roz Doyle,Peri Gilpin,9,11,main,Roz
Martin Crane,John Mahoney,9,11,main,Martin
Lilith Sternin,Bebe Neuwirth,9,11,recurring,Lilith
Nancy,Christine Dunford,9,11,other,Nancy
Sean,David Burke,9,11,other,Sean
Erin,Rachael Harris,9,11,other,Erin
Barista,James Aaron Oliver,9,11,other,Barista
Episode complete credited cast:,Episode complete credited cast:,10,1,NA,Episode
Frasier Crane,Kelsey Grammer,10,1,main,Frasier
Daphne Moon,Jane Leeves,10,1,main,Daphne
Niles Crane,David Hyde Pierce,10,1,main,Niles
Roz Doyle,Peri Gilpin,10,1,main,Roz
Martin Crane,John Mahoney,10,1,main,Martin
Ned Miller,John Glover,10,1,other,Ned
Bulldog Briscoe,Dan Butler,10,1,recurring,Bulldog
Father Mike,George DelHoyo,10,1,other,Father
Chopper Dave,Richard Poe,10,1,other,Chopper
Teddy,Wayne Wilderson,10,1,other,Teddy
Don,Jay Leno,10,1,other,Don
Episode complete credited cast:,Episode complete credited cast:,10,2,NA,Episode
Frasier Crane,Kelsey Grammer,10,2,main,Frasier
Daphne Moon,Jane Leeves,10,2,main,Daphne
Niles Crane,David Hyde Pierce,10,2,main,Niles
Roz Doyle,Peri Gilpin,10,2,main,Roz
Martin Crane,John Mahoney,10,2,main,Martin
Artie Walsh - Martin's Partner,Lincoln Kilpatrick,10,2,other,Artie
Nurse,Lynne Adams,10,2,recurring,Nurse
Sternstein,Paul Kent,10,2,other,Sternstein
Linda,Betty Comden,10,2,other,Linda
Walter,Adolph Green,10,2,other,Walter
Episode complete credited cast:,Episode complete credited cast:,10,3,NA,Episode
Frasier Crane,Kelsey Grammer,10,3,main,Frasier
Daphne Moon,Jane Leeves,10,3,main,Daphne
Niles Crane,David Hyde Pierce,10,3,main,Niles
Roz Doyle,Peri Gilpin,10,3,main,Roz
Martin Crane,John Mahoney,10,3,main,Martin
Donna,Marnie Mosiman,10,3,other,Donna
Flight Agent,Doug Tompos,10,3,other,Flight
Gate Attendant,Jane Macfie,10,3,other,Gate
Tony,Vaughn Armstrong,10,3,other,Tony
ver,Elvin Whitesides,10,3,other,ver
Kate Costas,Mercedes Ruehl,10,3,recurring,Kate
Episode complete credited cast:,Episode complete credited cast:,10,4,NA,Episode
Frasier Crane,Kelsey Grammer,10,4,main,Frasier
Daphne Moon,Jane Leeves,10,4,main,Daphne
Niles Crane,David Hyde Pierce,10,4,main,Niles
Roz Doyle,Peri Gilpin,10,4,main,Roz
Bulldog Briscoe,Dan Butler,10,4,recurring,Bulldog
Martin Crane,John Mahoney,10,4,main,Martin
Susan Rajeski,Carlene Watkins,10,4,other,Susan
John Rajeski,Saul Stein,10,4,other,John
Waitress,Luck Hari,10,4,recurring,Waitress
Prisoner,Andre Rosey Brown,10,4,other,Prisoner
"Episode cast overview, first billed only:","Episode cast overview, first billed only:",10,5,NA,Episode
Frasier Crane,Kelsey Grammer,10,5,main,Frasier
Daphne Moon,Jane Leeves,10,5,main,Daphne
Niles Crane,David Hyde Pierce,10,5,main,Niles
Roz Doyle,Peri Gilpin,10,5,main,Roz
Martin Crane,John Mahoney,10,5,main,Martin
Clare,Gabrielle Fitzpatrick,10,5,other,Clare
Frank,Ron Dean,10,5,recurring,Frank
Young Frasier,Andrew Dorsett,10,5,recurring,Young
Young Niles,Michael Welch,10,5,recurring,Young
Terrence,David Manis,10,5,other,Terrence
Duke,John LaMotta,10,5,other,Duke
Winston,Mark Ryan,10,5,other,Winston
Leo,Bill Gratton,10,5,recurring,Leo
Jimmy,Al Fann,10,5,other,Jimmy
Steven,Laurence Lau,10,5,other,Steven
Episode complete credited cast:,Episode complete credited cast:,10,6,NA,Episode
Frasier Crane,Kelsey Grammer,10,6,main,Frasier
Daphne Moon,Jane Leeves,10,6,main,Daphne
Niles Crane,David Hyde Pierce,10,6,main,Niles
Roz Doyle,Peri Gilpin,10,6,main,Roz
Martin Crane,John Mahoney,10,6,main,Martin
Faye Moskowitz,Amy Brenneman,10,6,recurring,Faye
Helen Moskowitz,Carole Shelley,10,6,other,Helen
Delivery Man,Lombardo Boyar,10,6,other,Delivery
Sales Clerk,Jay Harik,10,6,other,Sales
Episode complete credited cast:,Episode complete credited cast:,10,7,NA,Episode
Frasier Crane,Kelsey Grammer,10,7,main,Frasier
Daphne Moon,Jane Leeves,10,7,main,Daphne
Niles Crane,David Hyde Pierce,10,7,main,Niles
Roz Doyle,Peri Gilpin,10,7,main,Roz
Martin Crane,John Mahoney,10,7,main,Martin
Connie,Lisa Robinson,10,7,other,Connie
Episode complete credited cast:,Episode complete credited cast:,10,8,NA,Episode
Frasier Crane,Kelsey Grammer,10,8,main,Frasier
Daphne Moon,Jane Leeves,10,8,main,Daphne
Niles Crane,David Hyde Pierce,10,8,main,Niles
Roz Doyle,Peri Gilpin,10,8,main,Roz
Martin Crane,John Mahoney,10,8,main,Martin
Frederick Crane,Trevor Einhorn,10,8,recurring,Frederick
Jack Betcher,Michael Philip,10,8,other,Jack
Ted alias Hans,Richard Gleason,10,8,other,Ted
Melody,Caitlin Barrett,10,8,other,Melody
Cleo,Melissa Etheridge,10,8,other,Cleo
Episode complete credited cast:,Episode complete credited cast:,10,9,NA,Episode
Frasier Crane,Kelsey Grammer,10,9,main,Frasier
Daphne Moon,Jane Leeves,10,9,main,Daphne
Niles Crane,David Hyde Pierce,10,9,main,Niles
Roz Doyle,Peri Gilpin,10,9,main,Roz
Martin Crane,John Mahoney,10,9,main,Martin
Bebe Glazer,Harriet Sansom Harris,10,9,recurring,Bebe
Portia Sanders,Kristin Chenoweth,10,9,other,Portia
Zach,Chris Berg,10,9,other,Zach
Policeman,Marcus Folmar,10,9,other,Policeman
Garth,Pat Boone,10,9,other,Garth
Janet,Cherry Jones,10,9,other,Janet
Kenny Daly,Tom McGowan,10,9,recurring,Kenny
Episode complete credited cast:,Episode complete credited cast:,10,10,NA,Episode
Frasier Crane,Kelsey Grammer,10,10,main,Frasier
Daphne Moon,Jane Leeves,10,10,main,Daphne
Niles Crane,David Hyde Pierce,10,10,main,Niles
Roz Doyle,Peri Gilpin,10,10,main,Roz
Martin Crane,John Mahoney,10,10,main,Martin
Rick,Dean Cain,10,10,other,Rick
James the Waiter,James Aaron Oliver,10,10,recurring,James
Twinkle,Kaileigh Brielle Martin,10,10,other,Twinkle
Supervisor,Rick Fitts,10,10,other,Supervisor
Margie,Hanna Watanabe,10,10,other,Margie
Episode cast overview:,Episode cast overview:,10,11,NA,Episode
Frasier Crane,Kelsey Grammer,10,11,main,Frasier
Daphne Moon,Jane Leeves,10,11,main,Daphne
Niles Crane,David Hyde Pierce,10,11,main,Niles
Roz Doyle,Peri Gilpin,10,11,main,Roz
Martin Crane,John Mahoney,10,11,main,Martin
Denise,Suzanne Cryer,10,11,other,Denise
Randall Schoonover,Stephen Spinella,10,11,other,Randall
Caroline,Lisa Thornhill,10,11,other,Caroline
Plum Sanders,Heidi Mokrycki,10,11,other,Plum
Bandleader,Michael G. Hawkins,10,11,other,Bandleader
Kenny Daly,Tom McGowan,10,11,recurring,Kenny
Episode complete credited cast:,Episode complete credited cast:,11,1,NA,Episode
Frasier Crane,Kelsey Grammer,11,1,main,Frasier
Daphne Moon,Jane Leeves,11,1,main,Daphne
Niles Crane,David Hyde Pierce,11,1,main,Niles
Roz Doyle,Peri Gilpin,11,1,main,Roz
Martin Crane,John Mahoney,11,1,main,Martin
Aunt Bobbie,June Claman,11,1,other,Aunt
Gail,Maddie Corman,11,1,other,Gail
Mrs. Newman,Stephanie Dunnam,11,1,other,Mrs.
Allen Freedman,Murray Rubinstein,11,1,other,Allen
Woman at Shiva,Shawn Huff,11,1,other,Woman
Patient,Marion Dugan,11,1,other,Patient
Receptionist,Amy Alexandra Lloyd,11,1,other,Receptionist
Episode complete credited cast:,Episode complete credited cast:,11,2,NA,Episode
Frasier Crane,Kelsey Grammer,11,2,main,Frasier
Daphne Moon,Jane Leeves,11,2,main,Daphne
Niles Crane,David Hyde Pierce,11,2,main,Niles
Roz Doyle,Peri Gilpin,11,2,main,Roz
Martin Crane,John Mahoney,11,2,main,Martin
Danny Kriezel,John C. McGinley,11,2,other,Danny
Billy Kriezel,Mike Starr,11,2,other,Billy
Elliott,Macaulay Culkin,11,2,other,Elliott
Episode complete credited cast:,Episode complete credited cast:,11,3,NA,Episode
Frasier Crane,Kelsey Grammer,11,3,main,Frasier
Daphne Moon,Jane Leeves,11,3,main,Daphne
Niles Crane,David Hyde Pierce,11,3,main,Niles
Roz Doyle,Peri Gilpin,11,3,main,Roz
Martin Crane,John Mahoney,11,3,main,Martin
Bob,Griffin Dunne,11,3,other,Bob
Ralph,Ben Mittleman,11,3,other,Ralph
Waitress,Luck Hari,11,3,recurring,Waitress
Patron,Diane Behrens,11,3,other,Patron
Patron,David Jackson Willis,11,3,other,Patron
Gerard,Armistead Maupin,11,3,other,Gerard
Episode complete credited cast:,Episode complete credited cast:,11,4,NA,Episode
Frasier Crane,Kelsey Grammer,11,4,main,Frasier
Daphne Moon,Jane Leeves,11,4,main,Daphne
Niles Crane,David Hyde Pierce,11,4,main,Niles
Roz Doyle,Peri Gilpin,11,4,main,Roz
Martin Crane,John Mahoney,11,4,main,Martin
Sherry Dempsey,Marsha Mason,11,4,recurring,Sherry
Ms. Langer,Dana Ivey,11,4,other,Ms.
Molly,Christopher Templeton,11,4,other,Molly
Dorfman,Austin Pendleton,11,4,other,Dorfman
Rest of cast listed alphabetically:,Rest of cast listed alphabetically:,11,4,NA,Rest
Mr. Bader,Martin Rayner,11,4,other,Mr.
Episode complete credited cast:,Episode complete credited cast:,11,5,NA,Episode
Frasier Crane,Kelsey Grammer,11,5,main,Frasier
Daphne Moon,Jane Leeves,11,5,main,Daphne
Niles Crane,David Hyde Pierce,11,5,main,Niles
Roz Doyle,Peri Gilpin,11,5,main,Roz
Martin Crane,John Mahoney,11,5,main,Martin
Sherry Dempsey,Marsha Mason,11,5,recurring,Sherry
Policewoman,Linda Kerns,11,5,other,Policewoman
Detective,Tucker Smallwood,11,5,other,Detective
"Episode cast overview, first billed only:","Episode cast overview, first billed only:",11,6,NA,Episode
Frasier Crane,Kelsey Grammer,11,6,main,Frasier
Daphne Moon,Jane Leeves,11,6,main,Daphne
Niles Crane,David Hyde Pierce,11,6,main,Niles
Roz Doyle,Peri Gilpin,11,6,main,Roz
Bulldog Briscoe,Dan Butler,11,6,recurring,Bulldog
Martin Crane,John Mahoney,11,6,main,Martin
Frederick Crane,Trevor Einhorn,11,6,recurring,Frederick
Crystal,David H. Ferguson,11,6,other,Crystal
Laura Hilton,Betsy Gardner,11,6,other,Laura
Wallet Guy,Ross Gottstein,11,6,other,Wallet
Fred,Wendell Wright,11,6,other,Fred
Patrolman,Mike Marino,11,6,other,Patrolman
Cop,Eric Ware,11,6,other,Cop
Bulldog's Date,Andrea Andes,11,6,other,Bulldog's
Stephen,Ron Howard,11,6,other,Stephen
Episode complete credited cast:,Episode complete credited cast:,11,7,NA,Episode
Frasier Crane,Kelsey Grammer,11,7,main,Frasier
Daphne Moon,Jane Leeves,11,7,main,Daphne
Niles Crane,David Hyde Pierce,11,7,main,Niles
Roz Doyle,Peri Gilpin,11,7,main,Roz
Martin Crane,John Mahoney,11,7,main,Martin
Donny,Saul Rubinek,11,7,other,Donny
Mel,Jane Adams,11,7,other,Mel
Kenny,Tom McGowan,11,7,other,Kenny
Gil,Edward Hibbert,11,7,other,Gil
Episode complete credited cast:,Episode complete credited cast:,11,8,NA,Episode
Frasier Crane,Kelsey Grammer,11,8,main,Frasier
Daphne Moon,Jane Leeves,11,8,main,Daphne
Niles Crane,David Hyde Pierce,11,8,main,Niles
Roz Doyle,Peri Gilpin,11,8,main,Roz
Martin Crane,John Mahoney,11,8,main,Martin
Randy,Dave Allen,11,8,other,Randy
Shirley,Pamela Dunlap,11,8,other,Shirley
Chelsea,Katherine Disque,11,8,other,Chelsea
Copy Guy,Kelvin Yu,11,8,other,Copy
Episode complete credited cast:,Episode complete credited cast:,11,9,NA,Episode
Frasier Crane,Kelsey Grammer,11,9,main,Frasier
Daphne Moon,Jane Leeves,11,9,main,Daphne
Niles Crane,David Hyde Pierce,11,9,main,Niles
Roz Doyle,Peri Gilpin,11,9,main,Roz
Martin Crane,John Mahoney,11,9,main,Martin
Rich Koechner,M. Emmet Walsh,11,9,other,Rich
Charlie Koechner,Robert Picardo,11,9,other,Charlie
Corporate Guy,Jay Karnes,11,9,other,Corporate
Babs,Beth Hall,11,9,other,Babs
Paul,Derek Anthony,11,9,other,Paul
Terrance,Andy Garcia,11,9,other,Terrance
Episode cast overview:,Episode cast overview:,11,10,NA,Episode
Frasier Crane,Kelsey Grammer,11,10,main,Frasier
Daphne Moon,Jane Leeves,11,10,main,Daphne
Niles Crane,David Hyde Pierce,11,10,main,Niles
Roz Doyle,Peri Gilpin,11,10,main,Roz
Martin Crane,John Mahoney,11,10,main,Martin
Receptionist,Hal Sparks,11,10,other,Receptionist
Reservationist,Sarah Shahi,11,10,other,Reservationist
Facialist,Monica McSwain,11,10,other,Facialist
Attendant,W. Scott Strassner,11,10,other,Attendant
Esthetician,Annie Wersching,11,10,other,Esthetician
Episode cast overview:,Episode cast overview:,11,11,NA,Episode
Frasier Crane,Kelsey Grammer,11,11,main,Frasier
Daphne Moon,Jane Leeves,11,11,main,Daphne
Niles Crane,David Hyde Pierce,11,11,main,Niles
Roz Doyle,Peri Gilpin,11,11,main,Roz
Martin Crane,John Mahoney,11,11,main,Martin
Frederick Crane,Trevor Einhorn,11,11,recurring,Frederick
Natalie Blanc,Musetta Vander,11,11,other,Natalie
Andi,Marisa Guterman,11,11,other,Andi
Waitress,Amita Balla,11,11,recurring,Waitress
Man in Café,Grinnell Morris,11,11,other,Man
Waiter,Joseph Keane,11,11,recurring,Waiter
"Episode cast overview, first billed only:","Episode cast overview, first billed only:",12,1,NA,Episode
Frasier Crane,Kelsey Grammer,12,1,main,Frasier
Daphne Moon,Jane Leeves,12,1,main,Daphne
Niles Crane,David Hyde Pierce,12,1,main,Niles
Roz Doyle,Peri Gilpin,12,1,main,Roz
Martin Crane,John Mahoney,12,1,main,Martin
Bulldog Briscoe,Dan Butler,12,1,recurring,Bulldog
Lou,Christine Estabrook,12,1,other,Lou
Chopper Dave,Richard Poe,12,1,other,Chopper
Tim,John Finn,12,1,other,Tim
Bonnie Weems,Kathryn Danielle,12,1,other,Bonnie
Elizabeth,Bette Rae,12,1,recurring,Elizabeth
Bill,Hawthorne James,12,1,other,Bill
Tom,Mel Brooks,12,1,recurring,Tom
Gladys,Rosemary Clooney,12,1,other,Gladys
Jeff,Dominick Dunne,12,1,other,Jeff
Episode complete credited cast:,Episode complete credited cast:,12,2,NA,Episode
Frasier Crane,Kelsey Grammer,12,2,main,Frasier
Daphne Moon,Jane Leeves,12,2,main,Daphne
Niles Crane,David Hyde Pierce,12,2,main,Niles
Roz Doyle,Peri Gilpin,12,2,main,Roz
Martin Crane,John Mahoney,12,2,main,Martin
Bulldog Briscoe,Dan Butler,12,2,recurring,Bulldog
Gil Chesterton,Edward Hibbert,12,2,recurring,Gil
Bruce,Garett Maggart,12,2,other,Bruce
Ed,Edward F. Gallick,12,2,other,Ed
Marie,Carly Simon,12,2,other,Marie
Francesca,Rosie Perez,12,2,other,Francesca
Episode complete credited cast:,Episode complete credited cast:,12,3,NA,Episode
Frasier Crane,Kelsey Grammer,12,3,main,Frasier
Daphne Moon,Jane Leeves,12,3,main,Daphne
Niles Crane,David Hyde Pierce,12,3,main,Niles
Roz Doyle,Peri Gilpin,12,3,main,Roz
Martin Crane,John Mahoney,12,3,main,Martin
Joe DeCarlo,Tony Carreiro,12,3,other,Joe
Dirk,Tim Choate,12,3,other,Dirk
Henry,Scott MacDonald,12,3,other,Henry
Episode complete credited cast:,Episode complete credited cast:,12,4,NA,Episode
Frasier Crane,Kelsey Grammer,12,4,main,Frasier
Daphne Moon,Jane Leeves,12,4,main,Daphne
Niles Crane,David Hyde Pierce,12,4,main,Niles
Roz Doyle,Peri Gilpin,12,4,main,Roz
Martin Crane,John Mahoney,12,4,main,Martin
Arnold Shaw,Zeljko Ivanek,12,4,other,Arnold
Stephen Kagen,Tom Lagleder,12,4,other,Stephen
Alice,Patty Duke,12,4,other,Alice
Episode complete credited cast:,Episode complete credited cast:,12,5,NA,Episode
Frasier Crane,Kelsey Grammer,12,5,main,Frasier
Daphne Moon,Jane Leeves,12,5,main,Daphne
Niles Crane,David Hyde Pierce,12,5,main,Niles
Roz Doyle,Peri Gilpin,12,5,main,Roz
Martin Crane,John Mahoney,12,5,main,Martin
Bebe Glazer,Harriet Sansom Harris,12,5,recurring,Bebe
Ben,Robert Stanton,12,5,other,Ben
Toffee McIntosh,Heather Lee,12,5,other,Toffee
Waitress,Amy Landers,12,5,recurring,Waitress
Mr. Twembly,Palmer Scott,12,5,other,Mr.
Gil Chesterton,Edward Hibbert,12,5,recurring,Gil
Episode complete credited cast:,Episode complete credited cast:,12,6,NA,Episode
Frasier Crane,Kelsey Grammer,12,6,main,Frasier
Daphne Moon,Jane Leeves,12,6,main,Daphne
Niles Crane,David Hyde Pierce,12,6,main,Niles
Roz Doyle,Peri Gilpin,12,6,main,Roz
Martin Crane,John Mahoney,12,6,main,Martin
Joanna Doyle,Eva Marie Saint,12,6,other,Joanna
Bonnie,Alice Playten,12,6,other,Bonnie
Shangri-lino,Rocky McMurray,12,6,other,Shangri-lino
Larry,Phil Donahue,12,6,other,Larry
Sophie,Marlo Thomas,12,6,other,Sophie
Episode complete credited cast:,Episode complete credited cast:,12,7,NA,Episode
Frasier Crane,Kelsey Grammer,12,7,main,Frasier
Daphne Moon,Jane Leeves,12,7,main,Daphne
Niles Crane,David Hyde Pierce,12,7,main,Niles
Roz Doyle,Peri Gilpin,12,7,main,Roz
Martin Crane,John Mahoney,12,7,main,Martin
Clifford,Anthony Zerbe,12,7,other,Clifford
Betty,Rebecca Schull,12,7,other,Betty
Cop,Kevin Brief,12,7,other,Cop
Farmer,Wayne Grace,12,7,other,Farmer
Episode complete credited cast:,Episode complete credited cast:,12,8,NA,Episode
Frasier Crane,Kelsey Grammer,12,8,main,Frasier
Daphne Moon,Jane Leeves,12,8,recurring,Daphne
Niles Crane,David Hyde Pierce,12,8,main,Niles
Roz Doyle,Peri Gilpin,12,8,main,Roz
Martin Crane,John Mahoney,12,8,main,Martin
Jackson Hedley,Derek Jacobi,12,8,other,Jackson
Cecil Hedley,Patrick Macnee,12,8,other,Cecil
Noel Shempsky,Patrick Kerr,12,8,recurring,Noel
Dwayne,Ray Porter,12,8,other,Dwayne
Stage Manager,Ben Livingston,12,8,recurring,Stage
Fire Marshall,Jonathan Adams,12,8,other,Fire
Klingon,Milan Dragicevic,12,8,other,Klingon
Guy Fan,Alan Heitz,12,8,other,Guy
Episode complete credited cast:,Episode complete credited cast:,12,9,NA,Episode
Frasier Crane,Kelsey Grammer,12,9,main,Frasier
Daphne Moon,Jane Leeves,12,9,main,Daphne
Niles Crane,David Hyde Pierce,12,9,main,Niles
Roz Doyle,Peri Gilpin,12,9,main,Roz
Martin Crane,John Mahoney,12,9,main,Martin
Simon Moon,Anthony LaPaglia,12,9,recurring,Simon
Cam Winston,Brian Stokes Mitchell,12,9,other,Cam
Gertrude Moon,Millicent Martin,12,9,recurring,Gertrude
Episode cast overview:,Episode cast overview:,12,10,NA,Episode
Frasier Crane,Kelsey Grammer,12,10,main,Frasier
Daphne Moon,Jane Leeves,12,10,main,Daphne
Niles Crane,David Hyde Pierce,12,10,main,Niles
Roz Doyle,Peri Gilpin,12,10,main,Roz
Martin Crane,John Mahoney,12,10,main,Martin
Julia Wilcox,Felicity Huffman,12,10,recurring,Julia
Bulldog Briscoe,Dan Butler,12,10,recurring,Bulldog
Gil Chesterton,Edward Hibbert,12,10,recurring,Gil
Noel Shempsky,Patrick Kerr,12,10,recurring,Noel
Van,Mike Judge,12,10,other,Van
Steve,Paul F. Tompkins,12,10,other,Steve
Plumber,Kendall Clement,12,10,other,Plumber
Kenny Daly,Tom McGowan,12,10,recurring,Kenny
Episode cast overview:,Episode cast overview:,12,11,NA,Episode
Frasier Crane,Kelsey Grammer,12,11,main,Frasier
Daphne Moon,Jane Leeves,12,11,main,Daphne
Niles Crane,David Hyde Pierce,12,11,main,Niles
Roz Doyle,Peri Gilpin,12,11,main,Roz
Martin Crane,John Mahoney,12,11,main,Martin
Bulldog Briscoe,Dan Butler,12,11,recurring,Bulldog
Gil Chesterton,Edward Hibbert,12,11,recurring,Gil
Noel Shempsky,Patrick Kerr,12,11,recurring,Noel
Kelly Kirkland,Bess Armstrong,12,11,other,Kelly
Wayne,Bill Kirchenbauer,12,11,other,Wayne
Morrie,Stanley Tucci,12,11,other,Morrie
Celeste,Penny Marshall,12,11,other,Celeste
Celeste's Mother,Estelle Parsons,12,11,other,Celeste's
Britney,Hilary Duff,12,11,other,Britney
Kenny Daly,Tom McGowan,12,11,recurring,Kenny
Episode complete credited cast:,Episode complete credited cast:,13,1,NA,Episode
Frasier Crane,Kelsey Grammer,13,1,main,Frasier
Daphne Moon,Jane Leeves,13,1,main,Daphne
Niles Crane,David Hyde Pierce,13,1,main,Niles
Roz Doyle,Peri Gilpin,13,1,main,Roz
Martin Crane,John Mahoney,13,1,main,Martin
Elaine,Linda Stephens,13,1,other,Elaine
Noel Shempsky,Patrick Kerr,13,1,recurring,Noel
Marjorie,Patricia Fraser,13,1,other,Marjorie
Tony,Robert Colbert,13,1,other,Tony
Marianne,Piper Laurie,13,1,other,Marianne
Al,Henry Mancini,13,1,other,Al
Ethan,Elijah Wood,13,1,other,Ethan
Episode complete credited cast:,Episode complete credited cast:,13,2,NA,Episode
Frasier Crane,Kelsey Grammer,13,2,main,Frasier
Daphne Moon,Jane Leeves,13,2,main,Daphne
Niles Crane,David Hyde Pierce,13,2,main,Niles
Roz Doyle,Peri Gilpin,13,2,main,Roz
Martin Crane,John Mahoney,13,2,main,Martin
Bulldog Briscoe,Dan Butler,13,2,recurring,Bulldog
Frank,Ron Dean,13,2,recurring,Frank
Leo,Bill Gratton,13,2,recurring,Leo
Al,Heath Porter,13,2,other,Al
Fan,Randy Kovitz,13,2,other,Fan
Marjorie,Mary Steenburgen,13,2,other,Marjorie
Episode complete credited cast:,Episode complete credited cast:,13,3,NA,Episode
Frasier Crane,Kelsey Grammer,13,3,main,Frasier
Daphne Moon,Jane Leeves,13,3,main,Daphne
Niles Crane,David Hyde Pierce,13,3,main,Niles
Roz Doyle,Peri Gilpin,13,3,main,Roz
Martin Crane,John Mahoney,13,3,main,Martin
Lacey Lloyd,Christine McGraw,13,3,other,Lacey
Andrew Lloyd,Hank Stratton,13,3,other,Andrew
Claire Barnes,Nancy Stafford,13,3,other,Claire
Conductor,Michael G. Hawkins,13,3,other,Conductor
Marlene,Jodie Foster,13,3,other,Marlene
Episode complete credited cast:,Episode complete credited cast:,13,4,NA,Episode
Frasier Crane,Kelsey Grammer,13,4,main,Frasier
Daphne Moon,Jane Leeves,13,4,main,Daphne
Niles Crane,David Hyde Pierce,13,4,main,Niles
Roz Doyle,Peri Gilpin,13,4,main,Roz
Martin Crane,John Mahoney,13,4,main,Martin
Laura Paris,Lisa Darr,13,4,other,Laura
